Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,PassengerId
1,2,1,13,0,1,19.5,FALSE,TRUE,447
1,1,0,34,0,0,26.55,FALSE,TRUE,448
1,3,1,5,2,1,19.2583,FALSE,FALSE,449
1,1,0,52,0,0,30.5,FALSE,TRUE,450
0,2,0,36,1,2,27.75,FALSE,TRUE,451
0,3,0,28,1,0,19.9667,FALSE,TRUE,452
0,1,0,30,0,0,27.75,FALSE,FALSE,453
1,1,0,49,1,0,89.1042,FALSE,FALSE,454
0,3,0,28,0,0,8.05,FALSE,TRUE,455
1,3,0,29,0,0,7.8958,FALSE,FALSE,456
0,1,0,65,0,0,26.55,FALSE,TRUE,457
1,1,1,28,1,0,51.8625,FALSE,TRUE,458
1,2,1,50,0,0,10.5,FALSE,TRUE,459
0,3,0,28,0,0,7.75,TRUE,FALSE,460
1,1,0,48,0,0,26.55,FALSE,TRUE,461
0,3,0,34,0,0,8.05,FALSE,TRUE,462
0,1,0,47,0,0,38.5,FALSE,TRUE,463
0,2,0,48,0,0,13,FALSE,TRUE,464
0,3,0,28,0,0,8.05,FALSE,TRUE,465
0,3,0,38,0,0,7.05,FALSE,TRUE,466
0,2,0,28,0,0,0,FALSE,TRUE,467
0,1,0,56,0,0,26.55,FALSE,TRUE,468
0,3,0,28,0,0,7.725,TRUE,FALSE,469
1,3,1,0.75,2,1,19.2583,FALSE,FALSE,470
0,3,0,28,0,0,7.25,FALSE,TRUE,471
0,3,0,38,0,0,8.6625,FALSE,TRUE,472
1,2,1,33,1,2,27.75,FALSE,TRUE,473
1,2,1,23,0,0,13.7917,FALSE,FALSE,474
0,3,1,22,0,0,9.8375,FALSE,TRUE,475
0,1,0,28,0,0,52,FALSE,TRUE,476
0,2,0,34,1,0,21,FALSE,TRUE,477
0,3,0,29,1,0,7.0458,FALSE,TRUE,478
0,3,0,22,0,0,7.5208,FALSE,TRUE,479
1,3,1,2,0,1,12.2875,FALSE,TRUE,480
0,3,0,9,5,2,46.9,FALSE,TRUE,481
0,2,0,28,0,0,0,FALSE,TRUE,482
0,3,0,50,0,0,8.05,FALSE,TRUE,483
1,3,1,63,0,0,9.5875,FALSE,TRUE,484
1,1,0,25,1,0,91.0792,FALSE,FALSE,485
0,3,1,28,3,1,25.4667,FALSE,TRUE,486
1,1,1,35,1,0,90,FALSE,TRUE,487
0,1,0,58,0,0,29.7,FALSE,FALSE,488
0,3,0,30,0,0,8.05,FALSE,TRUE,489
1,3,0,9,1,1,15.9,FALSE,TRUE,490
0,3,0,28,1,0,19.9667,FALSE,TRUE,491
0,3,0,21,0,0,7.25,FALSE,TRUE,492
0,1,0,55,0,0,30.5,FALSE,TRUE,493
0,1,0,71,0,0,49.5042,FALSE,FALSE,494
0,3,0,21,0,0,8.05,FALSE,TRUE,495
0,3,0,28,0,0,14.4583,FALSE,FALSE,496
1,1,1,54,1,0,78.2667,FALSE,FALSE,497
0,3,0,28,0,0,15.1,FALSE,TRUE,498
0,1,1,25,1,2,151.55,FALSE,TRUE,499
0,3,0,24,0,0,7.7958,FALSE,TRUE,500
0,3,0,17,0,0,8.6625,FALSE,TRUE,501
0,3,1,21,0,0,7.75,TRUE,FALSE,502
0,3,1,28,0,0,7.6292,TRUE,FALSE,503
0,3,1,37,0,0,9.5875,FALSE,TRUE,504
1,1,1,16,0,0,86.5,FALSE,TRUE,505
0,1,0,18,1,0,108.9,FALSE,FALSE,506
1,2,1,33,0,2,26,FALSE,TRUE,507
1,1,0,28,0,0,26.55,FALSE,TRUE,508
0,3,0,28,0,0,22.525,FALSE,TRUE,509
1,3,0,26,0,0,56.4958,FALSE,TRUE,510
1,3,0,29,0,0,7.75,TRUE,FALSE,511
0,3,0,28,0,0,8.05,FALSE,TRUE,512
1,1,0,36,0,0,26.2875,FALSE,TRUE,513
1,1,1,54,1,0,59.4,FALSE,FALSE,514
0,3,0,24,0,0,7.4958,FALSE,TRUE,515
0,1,0,47,0,0,34.0208,FALSE,TRUE,516
1,2,1,34,0,0,10.5,FALSE,TRUE,517
0,3,0,28,0,0,24.15,TRUE,FALSE,518
1,2,1,36,1,0,26,FALSE,TRUE,519
0,3,0,32,0,0,7.8958,FALSE,TRUE,520
1,1,1,30,0,0,93.5,FALSE,TRUE,521
0,3,0,22,0,0,7.8958,FALSE,TRUE,522
0,3,0,28,0,0,7.225,FALSE,FALSE,523
1,1,1,44,0,1,57.9792,FALSE,FALSE,524
0,3,0,28,0,0,7.2292,FALSE,FALSE,525
0,3,0,40.5,0,0,7.75,TRUE,FALSE,526
1,2,1,50,0,0,10.5,FALSE,TRUE,527
0,1,0,28,0,0,221.7792,FALSE,TRUE,528
0,3,0,39,0,0,7.925,FALSE,TRUE,529
0,2,0,23,2,1,11.5,FALSE,TRUE,530
1,2,1,2,1,1,26,FALSE,TRUE,531
0,3,0,28,0,0,7.2292,FALSE,FALSE,532
0,3,0,17,1,1,7.2292,FALSE,FALSE,533
1,3,1,28,0,2,22.3583,FALSE,FALSE,534
0,3,1,30,0,0,8.6625,FALSE,TRUE,535
1,2,1,7,0,2,26.25,FALSE,TRUE,536
0,1,0,45,0,0,26.55,FALSE,TRUE,537
1,1,1,30,0,0,106.425,FALSE,FALSE,538
0,3,0,28,0,0,14.5,FALSE,TRUE,539
1,1,1,22,0,2,49.5,FALSE,FALSE,540
1,1,1,36,0,2,71,FALSE,TRUE,541
0,3,1,9,4,2,31.275,FALSE,TRUE,542
0,3,1,11,4,2,31.275,FALSE,TRUE,543
1,2,0,32,1,0,26,FALSE,TRUE,544
0,1,0,50,1,0,106.425,FALSE,FALSE,545
0,1,0,64,0,0,26,FALSE,TRUE,546
1,2,1,19,1,0,26,FALSE,TRUE,547
1,2,0,28,0,0,13.8625,FALSE,FALSE,548
0,3,0,33,1,1,20.525,FALSE,TRUE,549
1,2,0,8,1,1,36.75,FALSE,TRUE,550
1,1,0,17,0,2,110.8833,FALSE,FALSE,551
0,2,0,27,0,0,26,FALSE,TRUE,552
0,3,0,28,0,0,7.8292,TRUE,FALSE,553
1,3,0,22,0,0,7.225,FALSE,FALSE,554
1,3,1,22,0,0,7.775,FALSE,TRUE,555
0,1,0,62,0,0,26.55,FALSE,TRUE,556
1,1,1,48,1,0,39.6,FALSE,FALSE,557
0,1,0,28,0,0,227.525,FALSE,FALSE,558
1,1,1,39,1,1,79.65,FALSE,TRUE,559
1,3,1,36,1,0,17.4,FALSE,TRUE,560
0,3,0,28,0,0,7.75,TRUE,FALSE,561
0,3,0,40,0,0,7.8958,FALSE,TRUE,562
0,2,0,28,0,0,13.5,FALSE,TRUE,563
0,3,0,28,0,0,8.05,FALSE,TRUE,564
0,3,1,28,0,0,8.05,FALSE,TRUE,565
0,3,0,24,2,0,24.15,FALSE,TRUE,566
0,3,0,19,0,0,7.8958,FALSE,TRUE,567
0,3,1,29,0,4,21.075,FALSE,TRUE,568
0,3,0,28,0,0,7.2292,FALSE,FALSE,569
1,3,0,32,0,0,7.8542,FALSE,TRUE,570
1,2,0,62,0,0,10.5,FALSE,TRUE,571
1,1,1,53,2,0,51.4792,FALSE,TRUE,572
1,1,0,36,0,0,26.3875,FALSE,TRUE,573
1,3,1,28,0,0,7.75,TRUE,FALSE,574
0,3,0,16,0,0,8.05,FALSE,TRUE,575
0,3,0,19,0,0,14.5,FALSE,TRUE,576
1,2,1,34,0,0,13,FALSE,TRUE,577
1,1,1,39,1,0,55.9,FALSE,TRUE,578
0,3,1,28,1,0,14.4583,FALSE,FALSE,579
1,3,0,32,0,0,7.925,FALSE,TRUE,580
1,2,1,25,1,1,30,FALSE,TRUE,581
1,1,1,39,1,1,110.8833,FALSE,FALSE,582
0,2,0,54,0,0,26,FALSE,TRUE,583
0,1,0,36,0,0,40.125,FALSE,FALSE,584
0,3,0,28,0,0,8.7125,FALSE,FALSE,585
1,1,1,18,0,2,79.65,FALSE,TRUE,586
0,2,0,47,0,0,15,FALSE,TRUE,587
1,1,0,60,1,1,79.2,FALSE,FALSE,588
0,3,0,22,0,0,8.05,FALSE,TRUE,589
0,3,0,28,0,0,8.05,FALSE,TRUE,590
0,3,0,35,0,0,7.125,FALSE,TRUE,591
1,1,1,52,1,0,78.2667,FALSE,FALSE,592
0,3,0,47,0,0,7.25,FALSE,TRUE,593
0,3,1,28,0,2,7.75,TRUE,FALSE,594
0,2,0,37,1,0,26,FALSE,TRUE,595
0,3,0,36,1,1,24.15,FALSE,TRUE,596
1,2,1,28,0,0,33,FALSE,TRUE,597
0,3,0,49,0,0,0,FALSE,TRUE,598
0,3,0,28,0,0,7.225,FALSE,FALSE,599
1,1,0,49,1,0,56.9292,FALSE,FALSE,600
1,2,1,24,2,1,27,FALSE,TRUE,601
0,3,0,28,0,0,7.8958,FALSE,TRUE,602
0,1,0,28,0,0,42.4,FALSE,TRUE,603
0,3,0,44,0,0,8.05,FALSE,TRUE,604
1,1,0,35,0,0,26.55,FALSE,FALSE,605
0,3,0,36,1,0,15.55,FALSE,TRUE,606
0,3,0,30,0,0,7.8958,FALSE,TRUE,607
1,1,0,27,0,0,30.5,FALSE,TRUE,608
1,2,1,22,1,2,41.5792,FALSE,FALSE,609
1,1,1,40,0,0,153.4625,FALSE,TRUE,610
0,3,1,39,1,5,31.275,FALSE,TRUE,611
0,3,0,28,0,0,7.05,FALSE,TRUE,612
1,3,1,28,1,0,15.5,TRUE,FALSE,613
0,3,0,28,0,0,7.75,TRUE,FALSE,614
0,3,0,35,0,0,8.05,FALSE,TRUE,615
1,2,1,24,1,2,65,FALSE,TRUE,616
0,3,0,34,1,1,14.4,FALSE,TRUE,617
0,3,1,26,1,0,16.1,FALSE,TRUE,618
1,2,1,4,2,1,39,FALSE,TRUE,619
0,2,0,26,0,0,10.5,FALSE,TRUE,620
0,3,0,27,1,0,14.4542,FALSE,FALSE,621
1,1,0,42,1,0,52.5542,FALSE,TRUE,622
1,3,0,20,1,1,15.7417,FALSE,FALSE,623
0,3,0,21,0,0,7.8542,FALSE,TRUE,624
0,3,0,21,0,0,16.1,FALSE,TRUE,625
0,1,0,61,0,0,32.3208,FALSE,TRUE,626
0,2,0,57,0,0,12.35,TRUE,FALSE,627
1,1,1,21,0,0,77.9583,FALSE,TRUE,628
0,3,0,26,0,0,7.8958,FALSE,TRUE,629
0,3,0,28,0,0,7.7333,TRUE,FALSE,630
1,1,0,80,0,0,30,FALSE,TRUE,631
0,3,0,51,0,0,7.0542,FALSE,TRUE,632
1,1,0,32,0,0,30.5,FALSE,FALSE,633
0,1,0,28,0,0,0,FALSE,TRUE,634
0,3,1,9,3,2,27.9,FALSE,TRUE,635
1,2,1,28,0,0,13,FALSE,TRUE,636
0,3,0,32,0,0,7.925,FALSE,TRUE,637
0,2,0,31,1,1,26.25,FALSE,TRUE,638
0,3,1,41,0,5,39.6875,FALSE,TRUE,639
0,3,0,28,1,0,16.1,FALSE,TRUE,640
0,3,0,20,0,0,7.8542,FALSE,TRUE,641
1,1,1,24,0,0,69.3,FALSE,FALSE,642
0,3,1,2,3,2,27.9,FALSE,TRUE,643
1,3,0,28,0,0,56.4958,FALSE,TRUE,644
1,3,1,0.75,2,1,19.2583,FALSE,FALSE,645
1,1,0,48,1,0,76.7292,FALSE,FALSE,646
0,3,0,19,0,0,7.8958,FALSE,TRUE,647
1,1,0,56,0,0,35.5,FALSE,FALSE,648
0,3,0,28,0,0,7.55,FALSE,TRUE,649
1,3,1,23,0,0,7.55,FALSE,TRUE,650
0,3,0,28,0,0,7.8958,FALSE,TRUE,651
1,2,1,18,0,1,23,FALSE,TRUE,652
0,3,0,21,0,0,8.4333,FALSE,TRUE,653
1,3,1,28,0,0,7.8292,TRUE,FALSE,654
0,3,1,18,0,0,6.75,TRUE,FALSE,655
0,2,0,24,2,0,73.5,FALSE,TRUE,656
0,3,0,28,0,0,7.8958,FALSE,TRUE,657
0,3,1,32,1,1,15.5,TRUE,FALSE,658
0,2,0,23,0,0,13,FALSE,TRUE,659
0,1,0,58,0,2,113.275,FALSE,FALSE,660
1,1,0,50,2,0,133.65,FALSE,TRUE,661
0,3,0,40,0,0,7.225,FALSE,FALSE,662
0,1,0,47,0,0,25.5875,FALSE,TRUE,663
0,3,0,36,0,0,7.4958,FALSE,TRUE,664
1,3,0,20,1,0,7.925,FALSE,TRUE,665
0,2,0,32,2,0,73.5,FALSE,TRUE,666
0,2,0,25,0,0,13,FALSE,TRUE,667
0,3,0,28,0,0,7.775,FALSE,TRUE,668
0,3,0,43,0,0,8.05,FALSE,TRUE,669
1,1,1,28,1,0,52,FALSE,TRUE,670
1,2,1,40,1,1,39,FALSE,TRUE,671
0,1,0,31,1,0,52,FALSE,TRUE,672
0,2,0,70,0,0,10.5,FALSE,TRUE,673
1,2,0,31,0,0,13,FALSE,TRUE,674
0,2,0,28,0,0,0,FALSE,TRUE,675
0,3,0,18,0,0,7.775,FALSE,TRUE,676
0,3,0,24.5,0,0,8.05,FALSE,TRUE,677
1,3,1,18,0,0,9.8417,FALSE,TRUE,678
0,3,1,43,1,6,46.9,FALSE,TRUE,679
1,1,0,36,0,1,512.3292,FALSE,FALSE,680
0,3,1,28,0,0,8.1375,TRUE,FALSE,681
1,1,0,27,0,0,76.7292,FALSE,FALSE,682
0,3,0,20,0,0,9.225,FALSE,TRUE,683
0,3,0,14,5,2,46.9,FALSE,TRUE,684
0,2,0,60,1,1,39,FALSE,TRUE,685
0,2,0,25,1,2,41.5792,FALSE,FALSE,686
0,3,0,14,4,1,39.6875,FALSE,TRUE,687
0,3,0,19,0,0,10.1708,FALSE,TRUE,688
0,3,0,18,0,0,7.7958,FALSE,TRUE,689
1,1,1,15,0,1,211.3375,FALSE,TRUE,690
1,1,0,31,1,0,57,FALSE,TRUE,691
1,3,1,4,0,1,13.4167,FALSE,FALSE,692
1,3,0,28,0,0,56.4958,FALSE,TRUE,693
0,3,0,25,0,0,7.225,FALSE,FALSE,694
0,1,0,60,0,0,26.55,FALSE,TRUE,695
0,2,0,52,0,0,13.5,FALSE,TRUE,696
0,3,0,44,0,0,8.05,FALSE,TRUE,697
1,3,1,28,0,0,7.7333,TRUE,FALSE,698
0,1,0,49,1,1,110.8833,FALSE,FALSE,699
0,3,0,42,0,0,7.65,FALSE,TRUE,700
1,1,1,18,1,0,227.525,FALSE,FALSE,701
1,1,0,35,0,0,26.2875,FALSE,TRUE,702
0,3,1,18,0,1,14.4542,FALSE,FALSE,703
0,3,0,25,0,0,7.7417,TRUE,FALSE,704
0,3,0,26,1,0,7.8542,FALSE,TRUE,705
0,2,0,39,0,0,26,FALSE,TRUE,706
1,2,1,45,0,0,13.5,FALSE,TRUE,707
1,1,0,42,0,0,26.2875,FALSE,TRUE,708
1,1,1,22,0,0,151.55,FALSE,TRUE,709
1,3,0,28,1,1,15.2458,FALSE,FALSE,710
1,1,1,24,0,0,49.5042,FALSE,FALSE,711
0,1,0,28,0,0,26.55,FALSE,TRUE,712
1,1,0,48,1,0,52,FALSE,TRUE,713
0,3,0,29,0,0,9.4833,FALSE,TRUE,714
0,2,0,52,0,0,13,FALSE,TRUE,715
0,3,0,19,0,0,7.65,FALSE,TRUE,716
1,1,1,38,0,0,227.525,FALSE,FALSE,717
1,2,1,27,0,0,10.5,FALSE,TRUE,718
0,3,0,28,0,0,15.5,TRUE,FALSE,719
0,3,0,33,0,0,7.775,FALSE,TRUE,720
1,2,1,6,0,1,33,FALSE,TRUE,721
0,3,0,17,1,0,7.0542,FALSE,TRUE,722
0,2,0,34,0,0,13,FALSE,TRUE,723
0,2,0,50,0,0,13,FALSE,TRUE,724
1,1,0,27,1,0,53.1,FALSE,TRUE,725
0,3,0,20,0,0,8.6625,FALSE,TRUE,726
1,2,1,30,3,0,21,FALSE,TRUE,727
1,3,1,28,0,0,7.7375,TRUE,FALSE,728
0,2,0,25,1,0,26,FALSE,TRUE,729
0,3,1,25,1,0,7.925,FALSE,TRUE,730
1,1,1,29,0,0,211.3375,FALSE,TRUE,731
0,3,0,11,0,0,18.7875,FALSE,FALSE,732
0,2,0,28,0,0,0,FALSE,TRUE,733
0,2,0,23,0,0,13,FALSE,TRUE,734
0,2,0,23,0,0,13,FALSE,TRUE,735
0,3,0,28.5,0,0,16.1,FALSE,TRUE,736
0,3,1,48,1,3,34.375,FALSE,TRUE,737
1,1,0,35,0,0,512.3292,FALSE,FALSE,738
0,3,0,28,0,0,7.8958,FALSE,TRUE,739
0,3,0,28,0,0,7.8958,FALSE,TRUE,740
1,1,0,28,0,0,30,FALSE,TRUE,741
0,1,0,36,1,0,78.85,FALSE,TRUE,742
1,1,1,21,2,2,262.375,FALSE,FALSE,743
0,3,0,24,1,0,16.1,FALSE,TRUE,744
1,3,0,31,0,0,7.925,FALSE,TRUE,745
0,1,0,70,1,1,71,FALSE,TRUE,746
0,3,0,16,1,1,20.25,FALSE,TRUE,747
1,2,1,30,0,0,13,FALSE,TRUE,748
0,1,0,19,1,0,53.1,FALSE,TRUE,749
0,3,0,31,0,0,7.75,TRUE,FALSE,750
1,2,1,4,1,1,23,FALSE,TRUE,751
1,3,0,6,0,1,12.475,FALSE,TRUE,752
0,3,0,33,0,0,9.5,FALSE,TRUE,753
0,3,0,23,0,0,7.8958,FALSE,TRUE,754
1,2,1,48,1,2,65,FALSE,TRUE,755
1,2,0,0.67,1,1,14.5,FALSE,TRUE,756
0,3,0,28,0,0,7.7958,FALSE,TRUE,757
0,2,0,18,0,0,11.5,FALSE,TRUE,758
0,3,0,34,0,0,8.05,FALSE,TRUE,759
1,1,1,33,0,0,86.5,FALSE,TRUE,760
0,3,0,28,0,0,14.5,FALSE,TRUE,761
0,3,0,41,0,0,7.125,FALSE,TRUE,762
1,3,0,20,0,0,7.2292,FALSE,FALSE,763
1,1,1,36,1,2,120,FALSE,TRUE,764
0,3,0,16,0,0,7.775,FALSE,TRUE,765
1,1,1,51,1,0,77.9583,FALSE,TRUE,766
0,1,0,28,0,0,39.6,FALSE,FALSE,767
0,3,1,30.5,0,0,7.75,TRUE,FALSE,768
0,3,0,28,1,0,24.15,TRUE,FALSE,769
0,3,0,32,0,0,8.3625,FALSE,TRUE,770
0,3,0,24,0,0,9.5,FALSE,TRUE,771
0,3,0,48,0,0,7.8542,FALSE,TRUE,772
0,2,1,57,0,0,10.5,FALSE,TRUE,773
0,3,0,28,0,0,7.225,FALSE,FALSE,774
1,2,1,54,1,3,23,FALSE,TRUE,775
0,3,0,18,0,0,7.75,FALSE,TRUE,776
0,3,0,28,0,0,7.75,TRUE,FALSE,777
1,3,1,5,0,0,12.475,FALSE,TRUE,778
0,3,0,28,0,0,7.7375,TRUE,FALSE,779
1,1,1,43,0,1,211.3375,FALSE,TRUE,780
1,3,1,13,0,0,7.2292,FALSE,FALSE,781
1,1,1,17,1,0,57,FALSE,TRUE,782
0,1,0,29,0,0,30,FALSE,TRUE,783
0,3,0,28,1,2,23.45,FALSE,TRUE,784
0,3,0,25,0,0,7.05,FALSE,TRUE,785
0,3,0,25,0,0,7.25,FALSE,TRUE,786
1,3,1,18,0,0,7.4958,FALSE,TRUE,787
0,3,0,8,4,1,29.125,TRUE,FALSE,788
1,3,0,1,1,2,20.575,FALSE,TRUE,789
0,1,0,46,0,0,79.2,FALSE,FALSE,790
0,3,0,28,0,0,7.75,TRUE,FALSE,791
0,2,0,16,0,0,26,FALSE,TRUE,792
0,3,1,28,8,2,69.55,FALSE,TRUE,793
0,1,0,28,0,0,30.6958,FALSE,FALSE,794
0,3,0,25,0,0,7.8958,FALSE,TRUE,795
0,2,0,39,0,0,13,FALSE,TRUE,796
1,1,1,49,0,0,25.9292,FALSE,TRUE,797
1,3,1,31,0,0,8.6833,FALSE,TRUE,798
0,3,0,30,0,0,7.2292,FALSE,FALSE,799
0,3,1,30,1,1,24.15,FALSE,TRUE,800
0,2,0,34,0,0,13,FALSE,TRUE,801
1,2,1,31,1,1,26.25,FALSE,TRUE,802
1,1,0,11,1,2,120,FALSE,TRUE,803
1,3,0,0.42,0,1,8.5167,FALSE,FALSE,804
1,3,0,27,0,0,6.975,FALSE,TRUE,805
0,3,0,31,0,0,7.775,FALSE,TRUE,806
0,1,0,39,0,0,0,FALSE,TRUE,807
0,3,1,18,0,0,7.775,FALSE,TRUE,808
0,2,0,39,0,0,13,FALSE,TRUE,809
1,1,1,33,1,0,53.1,FALSE,TRUE,810
0,3,0,26,0,0,7.8875,FALSE,TRUE,811
0,3,0,39,0,0,24.15,FALSE,TRUE,812
0,2,0,35,0,0,10.5,FALSE,TRUE,813
0,3,1,6,4,2,31.275,FALSE,TRUE,814
0,3,0,30.5,0,0,8.05,FALSE,TRUE,815
0,1,0,28,0,0,0,FALSE,TRUE,816
0,3,1,23,0,0,7.925,FALSE,TRUE,817
0,2,0,31,1,1,37.0042,FALSE,FALSE,818
0,3,0,43,0,0,6.45,FALSE,TRUE,819
0,3,0,10,3,2,27.9,FALSE,TRUE,820
1,1,1,52,1,1,93.5,FALSE,TRUE,821
1,3,0,27,0,0,8.6625,FALSE,TRUE,822
0,1,0,38,0,0,0,FALSE,TRUE,823
1,3,1,27,0,1,12.475,FALSE,TRUE,824
0,3,0,2,4,1,39.6875,FALSE,TRUE,825
0,3,0,28,0,0,6.95,TRUE,FALSE,826
0,3,0,28,0,0,56.4958,FALSE,TRUE,827
1,2,0,1,0,2,37.0042,FALSE,FALSE,828
1,3,0,28,0,0,7.75,TRUE,FALSE,829
1,1,1,62,0,0,80,FALSE,TRUE,830
1,3,1,15,1,0,14.4542,FALSE,FALSE,831
1,2,0,0.83,1,1,18.75,FALSE,TRUE,832
0,3,0,28,0,0,7.2292,FALSE,FALSE,833
0,3,0,23,0,0,7.8542,FALSE,TRUE,834
0,3,0,18,0,0,8.3,FALSE,TRUE,835
1,1,1,39,1,1,83.1583,FALSE,FALSE,836
0,3,0,21,0,0,8.6625,FALSE,TRUE,837
0,3,0,28,0,0,8.05,FALSE,TRUE,838
1,3,0,32,0,0,56.4958,FALSE,TRUE,839
1,1,0,28,0,0,29.7,FALSE,FALSE,840
0,3,0,20,0,0,7.925,FALSE,TRUE,841
0,2,0,16,0,0,10.5,FALSE,TRUE,842
1,1,1,30,0,0,31,FALSE,FALSE,843
0,3,0,34.5,0,0,6.4375,FALSE,FALSE,844
0,3,0,17,0,0,8.6625,FALSE,TRUE,845
0,3,0,42,0,0,7.55,FALSE,TRUE,846
0,3,0,28,8,2,69.55,FALSE,TRUE,847
0,3,0,35,0,0,7.8958,FALSE,FALSE,848
0,2,0,28,0,1,33,FALSE,TRUE,849
1,1,1,28,1,0,89.1042,FALSE,FALSE,850
0,3,0,4,4,2,31.275,FALSE,TRUE,851
0,3,0,74,0,0,7.775,FALSE,TRUE,852
0,3,1,9,1,1,15.2458,FALSE,FALSE,853
1,1,1,16,0,1,39.4,FALSE,TRUE,854
0,2,1,44,1,0,26,FALSE,TRUE,855
1,3,1,18,0,1,9.35,FALSE,TRUE,856
1,1,1,45,1,1,164.8667,FALSE,TRUE,857
1,1,0,51,0,0,26.55,FALSE,TRUE,858
1,3,1,24,0,3,19.2583,FALSE,FALSE,859
0,3,0,28,0,0,7.2292,FALSE,FALSE,860
0,3,0,41,2,0,14.1083,FALSE,TRUE,861
0,2,0,21,1,0,11.5,FALSE,TRUE,862
1,1,1,48,0,0,25.9292,FALSE,TRUE,863
0,3,1,28,8,2,69.55,FALSE,TRUE,864
0,2,0,24,0,0,13,FALSE,TRUE,865
1,2,1,42,0,0,13,FALSE,TRUE,866
1,2,1,27,1,0,13.8583,FALSE,FALSE,867
0,1,0,31,0,0,50.4958,FALSE,TRUE,868
0,3,0,28,0,0,9.5,FALSE,TRUE,869
1,3,0,4,1,1,11.1333,FALSE,TRUE,870
0,3,0,26,0,0,7.8958,FALSE,TRUE,871
1,1,1,47,1,1,52.5542,FALSE,TRUE,872
0,1,0,33,0,0,5,FALSE,TRUE,873
0,3,0,47,0,0,9,FALSE,TRUE,874
1,2,1,28,1,0,24,FALSE,FALSE,875
1,3,1,15,0,0,7.225,FALSE,FALSE,876
0,3,0,20,0,0,9.8458,FALSE,TRUE,877
0,3,0,19,0,0,7.8958,FALSE,TRUE,878
0,3,0,28,0,0,7.8958,FALSE,TRUE,879
1,1,1,56,0,1,83.1583,FALSE,FALSE,880
1,2,1,25,0,1,26,FALSE,TRUE,881
0,3,0,33,0,0,7.8958,FALSE,TRUE,882
0,3,1,22,0,0,10.5167,FALSE,TRUE,883
0,2,0,28,0,0,10.5,FALSE,TRUE,884
0,3,0,25,0,0,7.05,FALSE,TRUE,885
0,3,1,39,0,5,29.125,TRUE,FALSE,886
0,2,0,27,0,0,13,FALSE,TRUE,887
1,1,1,19,0,0,30,FALSE,TRUE,888
0,3,1,28,1,2,23.45,FALSE,TRUE,889
1,1,0,26,0,0,30,FALSE,FALSE,890
0,3,0,32,0,0,7.75,TRUE,FALSE,891
